created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,token,positif,negatif,sentiment_score,sentiment
Wed Feb 24 08:53:29 +0000 2021,1364498671975374848,halo kak jual aplikasi premium netflix sharing corquswmvct cobynmdsec netflix private coxtvofdbaa coklyzrqy jenius dana ovo shopeepay yuk kak murah full garansi trusted covupyd,0,0,0,0,in,550823119,1364489311979102216,288,https://twitter.com/00288/status/1364498671975374848,"['halo', 'kak', 'jual', 'aplikasi', 'premium', 'netflix', 'sharing', 'corquswmvct', 'cobynmdsec', 'netflix', 'private', 'coxtvofdbaa', 'coklyzrqy', 'jenius', 'dana', 'ovo', 'shopeepay', 'yuk', 'kak', 'murah', 'full', 'garansi', 'trusted', 'covupyd']",2,0,2,Positif
Wed Feb 24 08:52:08 +0000 2021,1364498332437995520,halo kak jual aplikasi premium spotify aktivasi oke k oke k panjang k k k k jenius dana ovo shopeepay yuk kak murah full garansi trusted oh legal proses cepat,0,1,0,0,in,550823119,1364489311979102216,288,https://twitter.com/00288/status/1364498332437995520,"['halo', 'kak', 'jual', 'aplikasi', 'premium', 'spotify', 'aktivasi', 'oke', 'k', 'oke', 'k', 'panjang', 'k', 'k', 'k', 'k', 'jenius', 'dana', 'ovo', 'shopeepay', 'yuk', 'kak', 'murah', 'full', 'garansi', 'trusted', 'oh', 'legal', 'proses', 'cepat']",5,1,4,Positif
Wed Feb 24 08:51:39 +0000 2021,1364498213479194629,halo kak jual aplikasi premium netflix sharing corquswmvct cobynmdsec netflix private coxtvofdbaa coklyzrqy jenius dana ovo shopeepay yuk kak murah full garansi trusted,0,0,0,0,in,550823119,1364487673432272904,288,https://twitter.com/00288/status/1364498213479194629,"['halo', 'kak', 'jual', 'aplikasi', 'premium', 'netflix', 'sharing', 'corquswmvct', 'cobynmdsec', 'netflix', 'private', 'coxtvofdbaa', 'coklyzrqy', 'jenius', 'dana', 'ovo', 'shopeepay', 'yuk', 'kak', 'murah', 'full', 'garansi', 'trusted']",2,0,2,Positif
Wed Feb 24 08:51:17 +0000 2021,1364498119224815616,halo kak jual aplikasi premium netflix sharing corquswmvct cobynmdsec netflix private coxtvofdbaa coklyzrqy jenius dana ovo shopeepay yuk kak murah full garansi trusted,0,0,0,0,in,550823119,1364494773457879046,288,https://twitter.com/00288/status/1364498119224815616,"['halo', 'kak', 'jual', 'aplikasi', 'premium', 'netflix', 'sharing', 'corquswmvct', 'cobynmdsec', 'netflix', 'private', 'coxtvofdbaa', 'coklyzrqy', 'jenius', 'dana', 'ovo', 'shopeepay', 'yuk', 'kak', 'murah', 'full', 'garansi', 'trusted']",2,0,2,Positif
Wed Feb 24 08:51:00 +0000 2021,1364498046713667587,halo kak jual aplikasi premium spotify aktivasi oke k oke k panjang k k k k jenius dana ovo shopeepay yuk kak murah full garansi trusted oh legal proses cepat,0,1,0,0,in,550823119,1364494773457879046,288,https://twitter.com/00288/status/1364498046713667587,"['halo', 'kak', 'jual', 'aplikasi', 'premium', 'spotify', 'aktivasi', 'oke', 'k', 'oke', 'k', 'panjang', 'k', 'k', 'k', 'k', 'jenius', 'dana', 'ovo', 'shopeepay', 'yuk', 'kak', 'murah', 'full', 'garansi', 'trusted', 'oh', 'legal', 'proses', 'cepat']",5,1,4,Positif
Wed Feb 24 08:48:26 +0000 2021,1364497402783178753,halo kak jual aplikasi premium spotify aktivasi oke k oke k panjang k k k k wa cokjhnhpey jenius dana ovo shopeepay yuk kak full garansi trusted oh legal proses cepat,0,0,0,0,in,550823119,1364493097925677059,288,https://twitter.com/00288/status/1364497402783178753,"['halo', 'kak', 'jual', 'aplikasi', 'premium', 'spotify', 'aktivasi', 'oke', 'k', 'oke', 'k', 'panjang', 'k', 'k', 'k', 'k', 'wa', 'cokjhnhpey', 'jenius', 'dana', 'ovo', 'shopeepay', 'yuk', 'kak', 'full', 'garansi', 'trusted', 'oh', 'legal', 'proses', 'cepat']",4,1,3,Positif
Wed Feb 24 08:47:41 +0000 2021,1364497213703868417,halo kak jual aplikasi premium netflix sharing corquswmvct cobynmdsec netflix private coxtvofdbaa coklyzrqy jenius dana ovo shopeepay yuk kak murah full garansi trusted,0,0,0,0,in,550823119,1364493630480650240,288,https://twitter.com/00288/status/1364497213703868417,"['halo', 'kak', 'jual', 'aplikasi', 'premium', 'netflix', 'sharing', 'corquswmvct', 'cobynmdsec', 'netflix', 'private', 'coxtvofdbaa', 'coklyzrqy', 'jenius', 'dana', 'ovo', 'shopeepay', 'yuk', 'kak', 'murah', 'full', 'garansi', 'trusted']",2,0,2,Positif
Wed Feb 24 06:43:21 +0000 2021,1364465924233777152,halo kak jual aplikasi premium netflix sharing corquswmvct coiaeqftyzia netflix private coxtvofdbaa coklyzrqy jenius dana ovo shopeepay yuk kak murah full garansi trusted,0,0,0,0,in,550823119,1364449775727173643,288,https://twitter.com/00288/status/1364465924233777152,"['halo', 'kak', 'jual', 'aplikasi', 'premium', 'netflix', 'sharing', 'corquswmvct', 'coiaeqftyzia', 'netflix', 'private', 'coxtvofdbaa', 'coklyzrqy', 'jenius', 'dana', 'ovo', 'shopeepay', 'yuk', 'kak', 'murah', 'full', 'garansi', 'trusted']",2,0,2,Positif
Wed Feb 24 06:42:22 +0000 2021,1364465676019138561,halo kak jual aplikasi premium netflix sharing corquswmvct coiaeqftyzia netflix private coxtvofdbaa coklyzrqy jenius dana ovo shopeepay yuk kak murah full garansi trusted,0,0,0,0,in,550823119,1364459684703260676,288,https://twitter.com/00288/status/1364465676019138561,"['halo', 'kak', 'jual', 'aplikasi', 'premium', 'netflix', 'sharing', 'corquswmvct', 'coiaeqftyzia', 'netflix', 'private', 'coxtvofdbaa', 'coklyzrqy', 'jenius', 'dana', 'ovo', 'shopeepay', 'yuk', 'kak', 'murah', 'full', 'garansi', 'trusted']",2,0,2,Positif
Wed Feb 24 06:41:46 +0000 2021,1364465525301022722,halo kak jual aplikasi premium spotify aktivasi oke k oke k panjang k k k k jenius dana ovo shopeepay yuk kak murah full garansi trusted oh legal proses cepat,0,0,0,0,in,550823119,1364463549230145536,288,https://twitter.com/00288/status/1364465525301022722,"['halo', 'kak', 'jual', 'aplikasi', 'premium', 'spotify', 'aktivasi', 'oke', 'k', 'oke', 'k', 'panjang', 'k', 'k', 'k', 'k', 'jenius', 'dana', 'ovo', 'shopeepay', 'yuk', 'kak', 'murah', 'full', 'garansi', 'trusted', 'oh', 'legal', 'proses', 'cepat']",5,1,4,Positif
Wed Feb 24 06:40:39 +0000 2021,1364465242860883968,halo kak jual aplikasi premium netflix sharing corquswkkv coiaeqfthor netflix private coxtvofdscza coklyzsjt jenius dana ovo shopeepay yuk kak murah full garansi trusted,0,0,0,0,in,550823119,1364451909663215620,288,https://twitter.com/00288/status/1364465242860883968,"['halo', 'kak', 'jual', 'aplikasi', 'premium', 'netflix', 'sharing', 'corquswkkv', 'coiaeqfthor', 'netflix', 'private', 'coxtvofdscza', 'coklyzsjt', 'jenius', 'dana', 'ovo', 'shopeepay', 'yuk', 'kak', 'murah', 'full', 'garansi', 'trusted']",2,0,2,Positif
Wed Feb 24 05:48:33 +0000 2021,1364452135060971524,halo kak jual aplikasi premium viu cowsbzynr cojdimudxa courvimhphp wa cokjhnhpey jenius dana ovo shopeepay yuk kak murah full garansi trusted oh legal coywkirjxuf,0,0,0,0,in,550823119,1364448051541254144,288,https://twitter.com/00288/status/1364452135060971524,"['halo', 'kak', 'jual', 'aplikasi', 'premium', 'viu', 'cowsbzynr', 'cojdimudxa', 'courvimhphp', 'wa', 'cokjhnhpey', 'jenius', 'dana', 'ovo', 'shopeepay', 'yuk', 'kak', 'murah', 'full', 'garansi', 'trusted', 'oh', 'legal', 'coywkirjxuf']",2,0,2,Positif
Wed Feb 24 05:29:36 +0000 2021,1364447364614746121,halo kak jual aplikasi premium netflix sharing coeavvznxy coiaeqftyzia netflix private coxtvofdbaa coklyzrqy jenius dana ovo shopeepay yuk kak murah full garansi trusted coyhenilkp,0,1,0,0,in,550823119,1364436206969229316,288,https://twitter.com/00288/status/1364447364614746121,"['halo', 'kak', 'jual', 'aplikasi', 'premium', 'netflix', 'sharing', 'coeavvznxy', 'coiaeqftyzia', 'netflix', 'private', 'coxtvofdbaa', 'coklyzrqy', 'jenius', 'dana', 'ovo', 'shopeepay', 'yuk', 'kak', 'murah', 'full', 'garansi', 'trusted', 'coyhenilkp']",2,0,2,Positif
Wed Feb 24 05:21:55 +0000 2021,1364445430092763136,halo kak jual aplikasi premium netflix sharing coeavvznxy coiaeqftyzia netflix private coxtvofdbaa coklyzrqy jenius dana ovo shopeepay yuk kak murah full garansi trusted cobhdmwclj,0,0,0,0,in,550823119,1364441482766127105,288,https://twitter.com/00288/status/1364445430092763136,"['halo', 'kak', 'jual', 'aplikasi', 'premium', 'netflix', 'sharing', 'coeavvznxy', 'coiaeqftyzia', 'netflix', 'private', 'coxtvofdbaa', 'coklyzrqy', 'jenius', 'dana', 'ovo', 'shopeepay', 'yuk', 'kak', 'murah', 'full', 'garansi', 'trusted', 'cobhdmwclj']",2,0,2,Positif
Wed Feb 24 05:20:44 +0000 2021,1364445134255837190,halo kak jual aplikasi premium viu cowsbzynr cojdimudxa courvimhphp wa cokjhnhpey jenius dana ovo shopeepay yuk kak murah full garansi trusted oh legal coywkirjxuf,0,0,0,0,in,550823119,1364444249522020354,288,https://twitter.com/00288/status/1364445134255837190,"['halo', 'kak', 'jual', 'aplikasi', 'premium', 'viu', 'cowsbzynr', 'cojdimudxa', 'courvimhphp', 'wa', 'cokjhnhpey', 'jenius', 'dana', 'ovo', 'shopeepay', 'yuk', 'kak', 'murah', 'full', 'garansi', 'trusted', 'oh', 'legal', 'coywkirjxuf']",2,0,2,Positif
Wed Feb 24 05:20:08 +0000 2021,1364444982816305153,halo kak jual aplikasi premium netflix sharing coeavvznxy coiaeqftyzia netflix private coxtvofdbaa coklyzrqy jenius dana ovo shopeepay yuk kak murah full garansi trusted,0,0,0,0,in,550823119,1364440868460007428,288,https://twitter.com/00288/status/1364444982816305153,"['halo', 'kak', 'jual', 'aplikasi', 'premium', 'netflix', 'sharing', 'coeavvznxy', 'coiaeqftyzia', 'netflix', 'private', 'coxtvofdbaa', 'coklyzrqy', 'jenius', 'dana', 'ovo', 'shopeepay', 'yuk', 'kak', 'murah', 'full', 'garansi', 'trusted']",2,0,2,Positif
Wed Feb 24 04:43:17 +0000 2021,1364435707901579264,halo kak jual aplikasi premium viu cowsbzynr cojdimudxa courvimhphp wa cokjhnhpey jenius dana ovo shopeepay yuk kak murah full garansi trusted oh legal coywkirjxuf,0,0,0,0,in,550823119,1364434349563670534,288,https://twitter.com/00288/status/1364435707901579264,"['halo', 'kak', 'jual', 'aplikasi', 'premium', 'viu', 'cowsbzynr', 'cojdimudxa', 'courvimhphp', 'wa', 'cokjhnhpey', 'jenius', 'dana', 'ovo', 'shopeepay', 'yuk', 'kak', 'murah', 'full', 'garansi', 'trusted', 'oh', 'legal', 'coywkirjxuf']",2,0,2,Positif
Wed Feb 24 04:34:33 +0000 2021,1364433509276786692,halo kak jual aplikasi premium viu cowsbzynr cojdimudxa courvimhphp jenius dana ovo shopeepay yuk kak murah full garansi trusted oh legal coywkirjxuf,0,0,0,0,in,550823119,1364433223141367817,288,https://twitter.com/00288/status/1364433509276786692,"['halo', 'kak', 'jual', 'aplikasi', 'premium', 'viu', 'cowsbzynr', 'cojdimudxa', 'courvimhphp', 'jenius', 'dana', 'ovo', 'shopeepay', 'yuk', 'kak', 'murah', 'full', 'garansi', 'trusted', 'oh', 'legal', 'coywkirjxuf']",2,0,2,Positif
Wed Feb 24 04:29:26 +0000 2021,1364432221218557952,halo kak jual aplikasi premium viu cowsbzynr cojdimudxa courvimhphp jenius dana ovo shopeepay yuk kak murah full garansi trusted oh legal coyrqfsbgsmj,0,0,0,0,in,550823119,1364428956942757888,288,https://twitter.com/00288/status/1364432221218557952,"['halo', 'kak', 'jual', 'aplikasi', 'premium', 'viu', 'cowsbzynr', 'cojdimudxa', 'courvimhphp', 'jenius', 'dana', 'ovo', 'shopeepay', 'yuk', 'kak', 'murah', 'full', 'garansi', 'trusted', 'oh', 'legal', 'coyrqfsbgsmj']",2,0,2,Positif
Wed Feb 24 03:57:01 +0000 2021,1364424063024652291,halo kak jual aplikasi premium spotify aktivasi oke k oke k panjang k k k k jenius dana ovo shopeepay yuk kak murah full garansi trusted oh legal proses cepat,0,0,0,0,in,550823119,1364420526253346819,288,https://twitter.com/00288/status/1364424063024652291,"['halo', 'kak', 'jual', 'aplikasi', 'premium', 'spotify', 'aktivasi', 'oke', 'k', 'oke', 'k', 'panjang', 'k', 'k', 'k', 'k', 'jenius', 'dana', 'ovo', 'shopeepay', 'yuk', 'kak', 'murah', 'full', 'garansi', 'trusted', 'oh', 'legal', 'proses', 'cepat']",5,1,4,Positif
Wed Feb 24 03:56:46 +0000 2021,1364424001917837318,halo kak jual aplikasi premium viu cowsbzynr cojdimudxa courvimhphp jenius dana ovo shopeepay yuk kak murah full garansi trusted oh legal coffftfyej,0,1,0,0,in,550823119,1364420526253346819,288,https://twitter.com/00288/status/1364424001917837318,"['halo', 'kak', 'jual', 'aplikasi', 'premium', 'viu', 'cowsbzynr', 'cojdimudxa', 'courvimhphp', 'jenius', 'dana', 'ovo', 'shopeepay', 'yuk', 'kak', 'murah', 'full', 'garansi', 'trusted', 'oh', 'legal', 'coffftfyej']",2,0,2,Positif
Wed Feb 24 02:55:06 +0000 2021,1364408483374714881,halo kak jual aplikasi premium netflix sharing coeavvznxy coiaeqftyzia netflix private coxtvofdbaa coklyzrqy jenius dana ovo shopeepay yuk kak murah full garansi trusted,0,0,0,0,in,550823119,1364394393680060417,288,https://twitter.com/00288/status/1364408483374714881,"['halo', 'kak', 'jual', 'aplikasi', 'premium', 'netflix', 'sharing', 'coeavvznxy', 'coiaeqftyzia', 'netflix', 'private', 'coxtvofdbaa', 'coklyzrqy', 'jenius', 'dana', 'ovo', 'shopeepay', 'yuk', 'kak', 'murah', 'full', 'garansi', 'trusted']",2,0,2,Positif
Wed Feb 24 02:41:57 +0000 2021,1364405175373369344,halo kak jual aplikasi premium netflix sharing coeavvznxy coiaeqftyzia netflix private coxtvofdbaa coklyzrqy jenius dana ovo shopeepay yuk kak murah full garansi trusted cozaenlusm,0,0,0,0,in,550823119,1364382122379632641,288,https://twitter.com/00288/status/1364405175373369344,"['halo', 'kak', 'jual', 'aplikasi', 'premium', 'netflix', 'sharing', 'coeavvznxy', 'coiaeqftyzia', 'netflix', 'private', 'coxtvofdbaa', 'coklyzrqy', 'jenius', 'dana', 'ovo', 'shopeepay', 'yuk', 'kak', 'murah', 'full', 'garansi', 'trusted', 'cozaenlusm']",2,0,2,Positif
Wed Feb 24 02:36:35 +0000 2021,1364403825088421890,haloo kak jual aplikasi premium testimoni pinned kak murah full garansi trusted legal k yuk kak order via direct message wa cokjhnhpey fast respon jenius dana ovo shopeepay cooszbyfmhgn,0,0,0,0,in,550823119,1364399817015746561,288,https://twitter.com/00288/status/1364403825088421890,"['haloo', 'kak', 'jual', 'aplikasi', 'premium', 'testimoni', 'pinned', 'kak', 'murah', 'full', 'garansi', 'trusted', 'legal', 'k', 'yuk', 'kak', 'order', 'via', 'direct message', 'wa', 'cokjhnhpey', 'fast', 'respon', 'jenius', 'dana', 'ovo', 'shopeepay', 'cooszbyfmhgn']",2,0,2,Positif
Wed Feb 24 02:07:20 +0000 2021,1364396463048957956,haloo kak jual aplikasi premium testimoni pinned kak murah full garansi trusted legal order via direct message wa cokjhnhpey fast respon jenius dana ovo shopeepay codgamvhim,0,0,0,0,in,550823119,1364394380384112649,288,https://twitter.com/00288/status/1364396463048957956,"['haloo', 'kak', 'jual', 'aplikasi', 'premium', 'testimoni', 'pinned', 'kak', 'murah', 'full', 'garansi', 'trusted', 'legal', 'order', 'via', 'direct message', 'wa', 'cokjhnhpey', 'fast', 'respon', 'jenius', 'dana', 'ovo', 'shopeepay', 'codgamvhim']",2,0,2,Positif
Tue Feb 23 16:39:39 +0000 2021,1364253600738734084,kak bank syariat indonesia aplikasi jenius tidak ada daftar transfer,0,1,0,0,in,1886582690,1364253600738734084,SuhutPramanaID,https://twitter.com/SuhutPramanaID/status/1364253600738734084,"['kak', 'bank', 'syariat', 'indonesia', 'aplikasi', 'jenius', 'tidak ada', 'daftar', 'transfer']",1,1,0,Netral
Tue Feb 23 14:59:11 +0000 2021,1364228315742003200,halo kak jual aplikasi premium netflix sharing coeavvznxy coiaeqftyzia netflix private coxtvofdbaa coklyzrqy jenius dana ovo shopeepay yuk kak murah full garansi trusted coqixnuqfs,0,0,0,0,in,550823119,1364217521600040960,288,https://twitter.com/00288/status/1364228315742003200,"['halo', 'kak', 'jual', 'aplikasi', 'premium', 'netflix', 'sharing', 'coeavvznxy', 'coiaeqftyzia', 'netflix', 'private', 'coxtvofdbaa', 'coklyzrqy', 'jenius', 'dana', 'ovo', 'shopeepay', 'yuk', 'kak', 'murah', 'full', 'garansi', 'trusted', 'coqixnuqfs']",2,0,2,Positif
Tue Feb 23 14:58:43 +0000 2021,1364228200981688328,halo kak jual aplikasi premium spotify aktivasi oke k oke k panjang k k k k jenius dana ovo shopeepay yuk kak murah full garansi trusted oh legal proses cepat coinupchp,0,0,0,0,in,550823119,1364220268177027072,288,https://twitter.com/00288/status/1364228200981688328,"['halo', 'kak', 'jual', 'aplikasi', 'premium', 'spotify', 'aktivasi', 'oke', 'k', 'oke', 'k', 'panjang', 'k', 'k', 'k', 'k', 'jenius', 'dana', 'ovo', 'shopeepay', 'yuk', 'kak', 'murah', 'full', 'garansi', 'trusted', 'oh', 'legal', 'proses', 'cepat', 'coinupchp']",5,1,4,Positif
Tue Feb 23 14:57:51 +0000 2021,1364227982592593926,haloo kak jual aplikasi premium testimoni pinned kak murah full garansi trusted legal order via direct message wa cokjhnhpey fast respon jenius dana ovo shopeepay coadvewpye,0,0,0,0,in,550823119,1364221630549946369,288,https://twitter.com/00288/status/1364227982592593926,"['haloo', 'kak', 'jual', 'aplikasi', 'premium', 'testimoni', 'pinned', 'kak', 'murah', 'full', 'garansi', 'trusted', 'legal', 'order', 'via', 'direct message', 'wa', 'cokjhnhpey', 'fast', 'respon', 'jenius', 'dana', 'ovo', 'shopeepay', 'coadvewpye']",2,0,2,Positif
Tue Feb 23 14:57:24 +0000 2021,1364227868193038338,haloo kak jual aplikasi premium testimoni pinned kak murah full garansi trusted legal order via direct message wa cokjhnhpey fast respon jenius dana ovo shopeepay covcgdcmrt,0,0,0,0,in,550823119,1364211518091317249,288,https://twitter.com/00288/status/1364227868193038338,"['haloo', 'kak', 'jual', 'aplikasi', 'premium', 'testimoni', 'pinned', 'kak', 'murah', 'full', 'garansi', 'trusted', 'legal', 'order', 'via', 'direct message', 'wa', 'cokjhnhpey', 'fast', 'respon', 'jenius', 'dana', 'ovo', 'shopeepay', 'covcgdcmrt']",2,0,2,Positif
Tue Feb 23 14:50:31 +0000 2021,1364226133986664452,haloo kak jual aplikasi premium testimoni pinned kak murah full garansi trusted legal order via direct message wa cokjhnhpey fast respon jenius dana ovo shopeepay coplhbydsxab,0,0,0,0,in,550823119,1364224257803259910,288,https://twitter.com/00288/status/1364226133986664452,"['haloo', 'kak', 'jual', 'aplikasi', 'premium', 'testimoni', 'pinned', 'kak', 'murah', 'full', 'garansi', 'trusted', 'legal', 'order', 'via', 'direct message', 'wa', 'cokjhnhpey', 'fast', 'respon', 'jenius', 'dana', 'ovo', 'shopeepay', 'coplhbydsxab']",2,0,2,Positif
Tue Feb 23 13:54:25 +0000 2021,1364212016135557120,halo kak jual aplikasi premium netflix sharing coeavvznxy coiaeqftyzia netflix private coxtvofdbaa coklyzrqy jenius dana ovo shopeepay yuk kak murah full garansi trusted coltpfyzsvk,0,0,0,0,in,550823119,1364211058613751809,288,https://twitter.com/00288/status/1364212016135557120,"['halo', 'kak', 'jual', 'aplikasi', 'premium', 'netflix', 'sharing', 'coeavvznxy', 'coiaeqftyzia', 'netflix', 'private', 'coxtvofdbaa', 'coklyzrqy', 'jenius', 'dana', 'ovo', 'shopeepay', 'yuk', 'kak', 'murah', 'full', 'garansi', 'trusted', 'coltpfyzsvk']",2,0,2,Positif
Tue Feb 23 13:42:51 +0000 2021,1364209107037642752,halo kak jual aplikasi premium netflix sharing coeavvznxy coiaeqftyzia netflix private coxtvofdbaa coklyzrqy jenius dana ovo shopeepay yuk kak murah full garansi trusted coghuhtsjnz,0,0,0,0,in,550823119,1364205703821369344,288,https://twitter.com/00288/status/1364209107037642752,"['halo', 'kak', 'jual', 'aplikasi', 'premium', 'netflix', 'sharing', 'coeavvznxy', 'coiaeqftyzia', 'netflix', 'private', 'coxtvofdbaa', 'coklyzrqy', 'jenius', 'dana', 'ovo', 'shopeepay', 'yuk', 'kak', 'murah', 'full', 'garansi', 'trusted', 'coghuhtsjnz']",2,0,2,Positif
Tue Feb 23 13:42:23 +0000 2021,1364208989551034369,haloo kak jual aplikasi premium testimoni pinned kak murah full garansi trusted legal order via direct message wa cokjhnhpey fast respon jenius dana ovo shopeepay cosjflbun,0,0,0,0,in,550823119,1364207425276968966,288,https://twitter.com/00288/status/1364208989551034369,"['haloo', 'kak', 'jual', 'aplikasi', 'premium', 'testimoni', 'pinned', 'kak', 'murah', 'full', 'garansi', 'trusted', 'legal', 'order', 'via', 'direct message', 'wa', 'cokjhnhpey', 'fast', 'respon', 'jenius', 'dana', 'ovo', 'shopeepay', 'cosjflbun']",2,0,2,Positif
Tue Feb 23 13:40:29 +0000 2021,1364208510037204996,haloo kak jual aplikasi premium testimoni pinned kak murah full garansi trusted legal canva k k order via direct message wa cokjhnhpey fast respon jenius dana ovo shopeepay coggra,0,0,0,0,in,550823119,1364198882834456580,288,https://twitter.com/00288/status/1364208510037204996,"['haloo', 'kak', 'jual', 'aplikasi', 'premium', 'testimoni', 'pinned', 'kak', 'murah', 'full', 'garansi', 'trusted', 'legal', 'canva', 'k', 'k', 'order', 'via', 'direct message', 'wa', 'cokjhnhpey', 'fast', 'respon', 'jenius', 'dana', 'ovo', 'shopeepay', 'coggra']",2,0,2,Positif
Tue Feb 23 13:37:01 +0000 2021,1364207637743558657,halo kak jual aplikasi premium viu cowsbzynr cojdimudxa courvimhphp jenius dana ovo shopeepay yuk kak murah full garansi trusted oh legal cohegglau,0,0,0,0,in,550823119,1364204806772912129,288,https://twitter.com/00288/status/1364207637743558657,"['halo', 'kak', 'jual', 'aplikasi', 'premium', 'viu', 'cowsbzynr', 'cojdimudxa', 'courvimhphp', 'jenius', 'dana', 'ovo', 'shopeepay', 'yuk', 'kak', 'murah', 'full', 'garansi', 'trusted', 'oh', 'legal', 'cohegglau']",2,0,2,Positif
Tue Feb 23 13:23:03 +0000 2021,1364204125919997952,halo kak jual aplikasi premium netflix sharing coeavvznxy coiaeqftyzia netflix private coxtvofdbaa coklyzrqy jenius dana ovo shopeepay yuk kak murah full garansi trusted coabjxv,0,0,0,0,in,550823119,1364189004904550406,288,https://twitter.com/00288/status/1364204125919997952,"['halo', 'kak', 'jual', 'aplikasi', 'premium', 'netflix', 'sharing', 'coeavvznxy', 'coiaeqftyzia', 'netflix', 'private', 'coxtvofdbaa', 'coklyzrqy', 'jenius', 'dana', 'ovo', 'shopeepay', 'yuk', 'kak', 'murah', 'full', 'garansi', 'trusted', 'coabjxv']",2,0,2,Positif
Tue Feb 23 13:22:07 +0000 2021,1364203890665607168,halo kak jual aplikasi premium netflix sharing coeavvznxy coiaeqftyzia netflix private coxtvofdbaa coklyzrqy jenius dana ovo shopeepay yuk kak murah full garansi trusted coimoqbtzot,0,1,0,0,in,550823119,1364196066216734720,288,https://twitter.com/00288/status/1364203890665607168,"['halo', 'kak', 'jual', 'aplikasi', 'premium', 'netflix', 'sharing', 'coeavvznxy', 'coiaeqftyzia', 'netflix', 'private', 'coxtvofdbaa', 'coklyzrqy', 'jenius', 'dana', 'ovo', 'shopeepay', 'yuk', 'kak', 'murah', 'full', 'garansi', 'trusted', 'coimoqbtzot']",2,0,2,Positif
Tue Feb 23 13:10:29 +0000 2021,1364200959857942529,halo kak jual aplikasi premium netflix sharing coeavvznxy coiaeqftyzia netflix private coxtvofdbaa coklyzrqy jenius dana ovo shopeepay yuk kak murah full garansi trusted cowedcbmzs,0,0,0,0,in,550823119,1364174000629243905,288,https://twitter.com/00288/status/1364200959857942529,"['halo', 'kak', 'jual', 'aplikasi', 'premium', 'netflix', 'sharing', 'coeavvznxy', 'coiaeqftyzia', 'netflix', 'private', 'coxtvofdbaa', 'coklyzrqy', 'jenius', 'dana', 'ovo', 'shopeepay', 'yuk', 'kak', 'murah', 'full', 'garansi', 'trusted', 'cowedcbmzs']",2,0,2,Positif
Tue Feb 23 13:09:59 +0000 2021,1364200833647173636,halo kak jual aplikasi premium spotify aktivasi oke k oke k panjang k k k k jenius dana ovo shopeepay yuk kak murah full garansi trusted oh legal proses cepat copwtqgvmzi,0,0,0,0,in,550823119,1364191248739799043,288,https://twitter.com/00288/status/1364200833647173636,"['halo', 'kak', 'jual', 'aplikasi', 'premium', 'spotify', 'aktivasi', 'oke', 'k', 'oke', 'k', 'panjang', 'k', 'k', 'k', 'k', 'jenius', 'dana', 'ovo', 'shopeepay', 'yuk', 'kak', 'murah', 'full', 'garansi', 'trusted', 'oh', 'legal', 'proses', 'cepat', 'copwtqgvmzi']",5,1,4,Positif
Tue Feb 23 12:27:26 +0000 2021,1364190126998392832,halo kak jual aplikasi premium viu cowsbzynr cojdimudxa courvimhphp jenius dana ovo shopeepay yuk kak murah full garansi trusted oh legal coshxwhwovi,0,0,0,0,in,550823119,1364188085043429379,288,https://twitter.com/00288/status/1364190126998392832,"['halo', 'kak', 'jual', 'aplikasi', 'premium', 'viu', 'cowsbzynr', 'cojdimudxa', 'courvimhphp', 'jenius', 'dana', 'ovo', 'shopeepay', 'yuk', 'kak', 'murah', 'full', 'garansi', 'trusted', 'oh', 'legal', 'coshxwhwovi']",2,0,2,Positif
Tue Feb 23 12:25:10 +0000 2021,1364189556593942532,halo kak jual aplikasi premium spotify aktivasi oke k oke k panjang k k k k jenius dana ovo shopeepay yuk kak murah full garansi trusted oh legal proses cepat,0,0,0,0,in,550823119,1364189556593942532,288,https://twitter.com/00288/status/1364189556593942532,"['halo', 'kak', 'jual', 'aplikasi', 'premium', 'spotify', 'aktivasi', 'oke', 'k', 'oke', 'k', 'panjang', 'k', 'k', 'k', 'k', 'jenius', 'dana', 'ovo', 'shopeepay', 'yuk', 'kak', 'murah', 'full', 'garansi', 'trusted', 'oh', 'legal', 'proses', 'cepat']",5,1,4,Positif
Tue Feb 23 12:19:07 +0000 2021,1364188034124582916,halo kak jual aplikasi premium netflix sharing coeavvznxy coiaeqftyzia netflix private coxtvofdbaa coklyzrqy jenius dana ovo shopeepay yuk kak murah full garansi trusted cooshvwfzo,0,0,0,0,in,550823119,1364188034124582916,288,https://twitter.com/00288/status/1364188034124582916,"['halo', 'kak', 'jual', 'aplikasi', 'premium', 'netflix', 'sharing', 'coeavvznxy', 'coiaeqftyzia', 'netflix', 'private', 'coxtvofdbaa', 'coklyzrqy', 'jenius', 'dana', 'ovo', 'shopeepay', 'yuk', 'kak', 'murah', 'full', 'garansi', 'trusted', 'cooshvwfzo']",2,0,2,Positif
